duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
104,,Movie,Five Elements Ninjas,2019-09-17 00:00:00,1982.0,R,"When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge.",70124316.0,Cheh Chang,Hong Kong,Tien-chi Cheng,Action & Adventure
76,,Movie,Sebastian Maniscalco: What's Wrong with People?,2019-09-17 00:00:00,2012.0,TV-14,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",70229037.0,Manny Rodriguez,United States,Sebastian Maniscalco,Stand-Up Comedy
92,,Movie,The Witch,2018-09-17 00:00:00,2015.0,R,"Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid.",80037280.0,Robert Eggers,United Kingdom,Anya Taylor-Joy,Horror Movies
91,,Movie,I Am Wrath,2019-09-16 00:00:00,2016.0,R,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",80058248.0,Chuck Russell,United States,John Travolta,Action & Adventure
93,,Movie,"As Above, So Below",2018-09-16 00:00:00,2014.0,R,A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.,70307661.0,John Erick Dowdle,United States,Perdita Weeks,Horror Movies
112,,Movie,Scott Pilgrim vs. the World,2018-09-16 00:00:00,2010.0,PG-13,"Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.",70117312.0,Edgar Wright,United States,Michael Cera,Action & Adventure
89,,Movie,ARQ,2016-09-16 00:00:00,2016.0,TV-MA,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",80092885.0,Tony Elliott,Canada,Robbie Amell,International Movies
60,,Movie,Cedric the Entertainer: Live from the Ville,2016-09-16 00:00:00,2016.0,TV-MA,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk.""",80108371.0,Troy Miller,United States,Cedric the Entertainer,Stand-Up Comedy
84,,Movie,Louis C.K.: Hilarious,2016-09-16 00:00:00,2010.0,,"Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more.",70129452.0,Louis C.K.,United States,Louis C.K.,Movies
64,,Movie,Los Tigres del Norte at Folsom Prison,2019-09-15 00:00:00,2019.0,TV-PG,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.,81030342.0,Tom Donahue,United States,Los Tigres del Norte,Documentaries
94,,Movie,Steal a Pencil for Me,2019-09-15 00:00:00,2006.0,TV-14,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.,70054723.0,Michèle Ohayon,United States,Jack Polak,Documentaries
86,,Movie,The Outsider,2019-09-15 00:00:00,2019.0,TV-MA,A frontier sheriff tries to protect his sadistic son from a Chinese railroad worker hellbent on revenge.,81131761.0,Timothy Woodward Jr.,United States,Jon Foo,Movies
113,,Movie,Arisan 2,2018-09-15 00:00:00,2011.0,TV-14,"A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.",81016326.0,Nia Dinata,Indonesia,Surya Saputra,Comedies
92,,Movie,Cardboard Gangsters,2018-09-15 00:00:00,2016.0,TV-MA,"A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path.",80227777.0,Mark O'Connor,Ireland,John Connors,Dramas
153,,Movie,Eeda,2018-09-15 00:00:00,2018.0,TV-14,Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.,81018233.0,Ajithkumar,India,Shane Nigaam,Dramas
111,,Movie,Galih dan Ratna,2018-09-15 00:00:00,2017.0,TV-PG,Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.,81016317.0,Lucky Kuswandi,Indonesia,Refal Hady,Dramas
141,,Movie,Gie,2018-09-15 00:00:00,2005.0,TV-14,Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events.,81016337.0,Riri Riza,Indonesia,Nicholas Saputra,Dramas
128,,Movie,​Goli Soda 2,2018-09-15 00:00:00,2018.0,TV-MA,"A taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers.",81018234.0,Vijay Milton,India,Samuthirakani,Action & Adventure
117,,Movie,​Maj Rati ​​Keteki,2018-09-15 00:00:00,2017.0,TV-14,"A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks.",81018235.0,Santwana Bardoloi,India,Adil Hussain,Dramas
100,,Movie,​Mayurakshi,2018-09-15 00:00:00,2017.0,TV-14,"When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them.",81018236.0,Atanu Ghosh,India,Soumitra Chatterjee,Dramas
112,,Movie,Red Oleanders Raktokarobi,2018-09-15 00:00:00,2017.0,TV-14,"When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives.",81018237.0,Amitava Bhattacharya,India,Shantilal Mukherjee,Dramas
110,,Movie,Samantaral,2018-09-15 00:00:00,2017.0,TV-MA,"On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.",81018238.0,Partha Chakraborty,India,Riddhi Sen,Dramas
137,,Movie,First They Killed My Father,2017-09-15 00:00:00,2017.0,TV-MA,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,80067522.0,Angelina Jolie,Cambodia,Sreymoch Sareum,Dramas
108,,Movie,Gagarin: First in Space,2017-09-15 00:00:00,2013.0,TV-14,This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.,80192149.0,Pavel Parkhomenko,Russia,Yaroslav Zhalnin,Dramas
132,,Movie,Janaan,2017-09-15 00:00:00,2016.0,TV-14,"After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.",80142637.0,Azfar Jafri,Pakistan,Armeena Rana Khan,Comedies
87,,Movie,Larceny,2017-09-15 00:00:00,2017.0,TV-14,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.,80192014.0,R. Ellis Frazier,United States,Dolph Lundgren,Action & Adventure
92,,Movie,Rumble,2017-09-15 00:00:00,2016.0,TV-MA,"An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob.",80192015.0,R. Ellis Frazier,Mexico,Gary Daniels,Action & Adventure
,1,TV Show,The Five,2017-09-15 00:00:00,2016.0,TV-MA,"Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police.",80202129.0,Mark Tonderai,United Kingdom,Tom Cullen,British TV Shows
91,,Movie,Natural Born Pranksters,2016-09-15 00:00:00,2016.0,R,"The biggest pranksters on YouTube – VitalyzdTV, Dennis Roady and Roman Atwood – turn Hollywood into ""Prankwood"" with their most over-the-top stunts.",80088910.0,Roman Atwood,United States,Roman Atwood,Comedies
83,,Movie,Sample This,2016-09-15 00:00:00,2012.0,TV-14,"This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it.",70290909.0,Dan Forrer,United States,Gene Simmons,Documentaries
90,,Movie,Cowspiracy: The Sustainability Secret,2015-09-15 00:00:00,2014.0,NR,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.,80033772.0,Kip Andersen,United States,Kip Andersen,Documentaries
157,,Movie,Oh! Baby,2019-09-14 00:00:00,2019.0,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,81093951.0,B. V. Nandini Reddy,India,Samantha Ruth Prabhu,Comedies
83,,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,2019-09-14 00:00:00,2019.0,TV-PG,"Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.",80238013.0,Randall Lobb,United States,Taron Egerton,Documentaries
95,,Movie,We Have Always Lived in the Castle,2019-09-14 00:00:00,2018.0,TV-14,The fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune.,81089941.0,Stacie Passon,United States,Taissa Farmiga,Dramas
107,,Movie,Bangkok Hell,2018-09-14 00:00:00,2002.0,TV-MA,"When offered a deal to snitch on fellow prisoners, an inmate faces a tough dilemma: act in his own interest, or help those who may need him.",81000011.0,Manop Janjarasskul,Thailand,Chalad Na Songkhla,Dramas
109,,Movie,Bleach,2018-09-14 00:00:00,2018.0,TV-14,"When high schooler Ichigo is suddenly given reaper abilities, he really wants to give the powers back. But he'll have to reap some souls first.",80217733.0,Shinsuke Sato,Japan,Sota Fukushi,Action & Adventure
100,,Movie,Still,2018-09-14 00:00:00,2010.0,TV-MA,"A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines.",80999985.0,Chatchai Katenut,Thailand,Mai Charoenpura,Horror Movies
114,,Movie,The Angel,2018-09-14 00:00:00,2018.0,TV-MA,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",80188120.0,Ariel Vromen,Israel,Marwan Kenzari,Dramas
98,,Movie,The Land of Steady Habits,2018-09-14 00:00:00,2018.0,TV-MA,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",80164779.0,Nicole Holofcener,United States,Ben Mendelsohn,Comedies
106,,Movie,American Warfighter,2019-09-13 00:00:00,2019.0,TV-MA,"A Navy SEAL haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything.",81092328.0,Jerry G. Angelo,United States,Jerry G. Angelo,Dramas
87,,Movie,Deviant Love,2019-09-13 00:00:00,2019.0,TV-14,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives.",81183572.0,Michael Feifer,United States,Emma Bell,Thrillers
90,,Movie,Head Count,2019-09-13 00:00:00,2018.0,TV-MA,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,81037283.0,Elle Callahan,United States,Isaac Jay,Horror Movies
65,,Movie,"Hello, Privilege. It's Me, Chelsea",2019-09-13 00:00:00,2019.0,TV-MA,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.",80244973.0,Alex Stapleton,United States,Chelsea Handler,Documentaries
105,,Movie,Locked on You,2019-09-13 00:00:00,2018.0,TV-14,"When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island.",81132438.0,Kıvanç Baruönü,Turkey,Ata Demirer,Comedies
107,,Movie,Shanghai Fortress,2019-09-13 00:00:00,2019.0,TV-14,A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.,81161230.0,Teng Huatao,China,Lu Han,Dramas
103,,Movie,Tall Girl,2019-09-13 00:00:00,2019.0,TV-PG,"After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.",81002412.0,Nzingha Stewart,United States,Ava Michelle,Children & Family Movies
88,,Movie,Time Trap,2019-09-13 00:00:00,2018.0,TV-14,"While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.",81023636.0,Mark Dennis,United States,Andrew Wilson,Action & Adventure
78,,Movie,Ghost of the Mountains,2017-09-13 00:00:00,2017.0,G,An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.,80198046.0,Ben Wallis,United States,Antoine Fuqua,Documentaries
96,,Movie,Turbo,2019-09-12 00:00:00,2013.0,PG,A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.,70267728.0,David Soren,United States,Ben Schwartz,Children & Family Movies
100,,Movie,On My Skin,2018-09-12 00:00:00,2018.0,TV-MA,"Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.",81001000.0,Alessio Cremonini,Italy,Alessandro Borghi,Dramas
71,,Movie,Jeff Dunham: Relative Disaster,2017-09-12 00:00:00,2017.0,TV-MA,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,80158670.0,Michael Simon,United States,Jeff Dunham,Stand-Up Comedy
123,,Movie,The Resistance Banker,2018-09-11 00:00:00,2018.0,TV-MA,"Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.",80244019.0,Joram Lürsen,Netherlands,Barry Atsma,Dramas
89,,Movie,The Forgotten,2017-09-11 00:00:00,2014.0,TV-MA,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.",80162143.0,Oliver Frampton,United Kingdom,Clem Tibber,Horror Movies
67,,Movie,Bill Burr: Paper Tiger,2019-09-10 00:00:00,2019.0,TV-MA,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",81060174.0,Mike Binder,United States,Bill Burr,Stand-Up Comedy
140,,Movie,Eat Pray Love,2019-09-10 00:00:00,2010.0,PG-13,"After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",70130445.0,Ryan Murphy,United States,Julia Roberts,Dramas
